Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,Shopify Traffic Source,Customer Sale Type,Customer ID,Shipping Country,Missing_Product_Info,Missing_Customer_ID
XYZ Luxury,2026-04-04 00:00:00+00:00,INR,Draft Orders,2026-04-04 10:07:10+00:00,2026-04-04 10:07:11+00:00,2026-04-07 18:44:01+00:00,7081150000000.0,#3387,United States,USA,United States,Ohio,Dublin,,,,,,24000.0,24000.0,24000.0,1,0.0,0.0,2.0,,24000.0,1.0,,2.0,0.0,2,,First-time,9309280000000.0,United States,True,False
XYZ Luxury,2026-04-05 00:00:00+00:00,INR,Draft Orders,2026-04-05 13:11:32+00:00,2026-04-05 13:11:32+00:00,2026-04-08 12:28:39+00:00,7092380000000.0,#3388,India,India,India,Haryana,Gurugram,,9008510000000.0,Heer Choker Set,"3july-backup-dis, category_choker, eoss_02jun, EOSS_jan26",Default Title,31150.0,31150.0,31150.0,1,0.0,0.0,1.0,,31150.0,1.0,,1.0,0.0,1,,First-time,9315860000000.0,India,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-05 18:49:47+00:00,2026-04-05 18:49:47+00:00,2026-04-05 18:50:03+00:00,7094820000000.0,#3389,Canada,Rest of the World,Canada,Saskatchewan,Saskatoon,"card, Magic",9419450000000.0,Rahat Openable Bangles Pair,"16ak, category_bangles, sale-28",02-Aug,8750.0,8750.0,8750.0,1,0.0,0.0,1.0,,8750.0,,1.0,1.0,0.0,1,,Returning,9244720000000.0,Canada,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 00:08:13+00:00,2026-04-06 00:08:13+00:00,2026-04-09 21:19:04+00:00,7097080000000.0,#3390,United Kingdom,Rest of the World,United Kingdom,England,Burnham,"card, Magic",8147790000000.0,Morni Tika,"category_tikka, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may, occasion",Default Title,6650.0,6650.0,6650.0,1,0.0,0.0,1.0,,6650.0,,1.0,1.0,0.0,1,,Returning,9234390000000.0,United Kingdom,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 04:58:25+00:00,2026-04-06 04:58:25+00:00,2026-04-06 06:07:29+00:00,7099190000000.0,#3391,India,India,India,Uttar Pradesh,Noida,"Magic, upi",9474310000000.0,panna choker set,"17f, category_choker, category_necklace, sale-28",Default Title,8750.0,8750.0,8750.0,1,0.0,0.0,1.0,,8750.0,1.0,,1.0,0.0,1,,First-time,9321360000000.0,India,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 07:29:15+00:00,2026-04-06 07:29:15+00:00,2026-04-06 07:29:31+00:00,7100150000000.0,#3392,India,India,India,Assam,Silchar,"Magic, upi",8924000000000.0,Vasant Payal Pair,"category_payal, eoss_02jun, EOSS_jan26",Default Title,14350.0,14350.0,14350.0,1,0.0,0.0,1.0,,14350.0,1.0,,1.0,0.0,1,,First-time,9319480000000.0,India,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 07:58:29+00:00,2026-04-06 07:58:29+00:00,2026-04-06 08:09:07+00:00,7100170000000.0,#3393,India,India,India,Uttar Pradesh,LUCKNOW,"Magic, upi",9430880000000.0,Sonam Jhumki Earrings,category_earring,Default Title,13650.0,13650.0,13650.0,1,0.0,0.0,1.0,,13650.0,,1.0,1.0,0.0,1,,Returning,8186810000000.0,India,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 12:44:44+00:00,2026-04-06 12:44:44+00:00,2026-04-06 12:45:00+00:00,7100440000000.0,#3394,Australia,Rest of the World,Australia,Victoria,Clyde North,"card, Magic",9427550000000.0,Plain Nath,,Default Title,4900.0,4900.0,4900.0,1,0.0,0.0,1.0,,4900.0,1.0,,1.0,0.0,1,,First-time,9322570000000.0,Australia,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 14:05:34+00:00,2026-04-06 14:05:34+00:00,2026-04-07 05:51:30+00:00,7100580000000.0,#3395,India,India,India,Gujarat,Khanpur,"Magic, upi",9008490000000.0,Kinza Pearl Set,"3july-backup-dis, Bestseller_18sep, category_choker, category_necklace, eoss_02jun, EOSS_jan26",Default Title,13650.0,13650.0,13650.0,1,0.0,0.0,1.0,,13650.0,1.0,,1.0,0.0,1,,First-time,9323160000000.0,India,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 17:06:18+00:00,2026-04-06 17:06:18+00:00,2026-04-07 05:47:15+00:00,7100890000000.0,#3396,India,India,India,Haryana,fatidabad,"Magic, upi",8710430000000.0,Pippal Patti Waaliyaan,"Bestseller_18sep, category_earring, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may",Default Title,5950.0,5950.0,5950.0,1,0.0,0.0,1.0,,5950.0,1.0,,1.0,0.0,1,,First-time,8758310000000.0,India,False,False
XYZ Luxury,2026-04-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 18:15:15+00:00,2026-04-06 18:15:15+00:00,2026-04-07 05:41:15+00:00,7101000000000.0,#3397,India,India,India,Punjab,Mohali,"card, Magic",8710100000000.0,Surmayi Nath With Screw,"desc addition, eoss_02jun, EOSS_jan26",Default Title,4900.0,4900.0,4900.0,1,0.0,0.0,1.0,,4900.0,1.0,,1.0,0.0,1,,First-time,9323680000000.0,India,False,False
XYZ Luxury,2026-04-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 20:15:24+00:00,2026-04-06 20:15:24+00:00,2026-04-10 16:46:06+00:00,7101190000000.0,#3398,United Kingdom,Rest of the World,United Kingdom,England,Slough,"card, Magic",9474300000000.0,rubina choker set,"17f, category_choker, category_necklace, sale-28",Default Title,9800.0,9800.0,9800.0,1,0.0,0.0,1.0,,9800.0,1.0,,1.0,0.0,1,,First-time,9323850000000.0,United Kingdom,False,False
XYZ Luxury,2026-04-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-06 20:31:41+00:00,2026-04-06 20:31:41+00:00,2026-04-07 07:34:06+00:00,7101210000000.0,#3399,India,India,India,Punjab,Pathankot,"Magic, upi",8652480000000.0,Virasat Choker Set,"Bestseller_18sep, category_choker, desc addition, eoss_02jun, EOSS_jan26",Default Title,24150.0,24150.0,24150.0,1,0.0,0.0,1.0,,24150.0,1.0,,1.0,0.0,1,,First-time,9323870000000.0,India,False,False
XYZ Luxury,2026-04-07 00:00:00+00:00,INR,Draft Orders,2026-04-07 08:25:10+00:00,2026-04-07 08:25:11+00:00,2026-04-08 13:15:22+00:00,7102210000000.0,#3400,India,India,India,Karnataka,Bengaluru,,9111080000000.0,Rida Pearl Choker Set with Tikka,"Bestseller_18sep, category_choker, EOSS_jan26",Default Title,26250.0,26250.0,26250.0,1,0.0,0.0,1.0,,26250.0,,1.0,1.0,0.0,1,,Returning,8910160000000.0,India,False,False
XYZ Luxury,2026-04-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-07 08:39:28+00:00,2026-04-07 08:39:28+00:00,2026-04-07 08:39:43+00:00,7102250000000.0,#3401,India,India,India,Maharashtra,pune,"Magic, upi",8252950000000.0,Virsa Hair Clips Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may, occasion",Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,1.0,,1.0,0.0,1,,First-time,8944250000000.0,India,False,False
XYZ Luxury,2026-04-07 00:00:00+00:00,INR,Draft Orders,2026-04-07 09:37:42+00:00,2026-04-07 09:37:42+00:00,2026-04-07 09:37:43+00:00,7102410000000.0,#3402,India,India,India,Maharashtra,Mumbai,,8182550000000.0,Aafreen Ruby Earrings,"category_earring, desc addition, eoss_02jun, EOSS_jan26, occasion",Default Title,13650.0,13650.0,13650.0,1,0.0,0.0,1.0,,13650.0,1.0,,1.0,0.0,1,,First-time,9325490000000.0,India,False,False
XYZ Luxury,2026-04-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-07 16:11:31+00:00,2026-04-07 16:11:31+00:00,2026-04-08 06:01:31+00:00,7103790000000.0,#3403,India,India,India,Chandigarh,Chandigarh,"Magic, upi",8741480000000.0,Nazare Ring,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may",Default Title,4200.0,4200.0,4200.0,1,0.0,0.0,1.0,,4200.0,1.0,,1.0,0.0,1,,First-time,9326740000000.0,India,False,False
XYZ Luxury,2026-04-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-07 16:40:11+00:00,2026-04-07 16:40:11+00:00,2026-04-08 06:21:24+00:00,7103910000000.0,#3404,India,India,India,Delhi,East Delhi,"Magic, upi",9474310000000.0,panna choker set,"17f, category_choker, category_necklace, sale-28",Default Title,8750.0,8750.0,8750.0,1,0.0,0.0,1.0,,8750.0,1.0,,1.0,0.0,1,,First-time,8974130000000.0,India,False,False
XYZ Luxury,2026-04-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-07 22:07:41+00:00,2026-04-07 22:07:41+00:00,2026-04-11 18:27:31+00:00,7105130000000.0,#3405,United Kingdom,Rest of the World,United Kingdom,England,Halesowen,"Magic, wallet",8182010000000.0,Simran Kalire,"category_Kalire, Clearance Sale, eoss_02jun, EOSS_jan26, hide_sd",Default Title,7000.0,7000.0,7000.0,1,0.0,0.0,1.0,,7000.0,1.0,,1.0,0.0,1,,First-time,9327860000000.0,United Kingdom,False,False
XYZ Luxury,2026-04-08 00:00:00+00:00,INR,Draft Orders,2026-04-08 08:07:20+00:00,2026-04-08 08:07:20+00:00,2026-04-08 10:05:06+00:00,7107520000000.0,#3406,India,India,India,Punjab,Patiyala,,9475470000000.0,AD Studs,"18-02, category_earring, sale-28",Default Title,4200.0,4200.0,4200.0,1,0.0,0.0,1.0,,4200.0,1.0,,1.0,0.0,1,,First-time,9329950000000.0,India,False,False
XYZ Luxury,2026-04-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-08 10:31:16+00:00,2026-04-08 10:31:16+00:00,2026-04-08 12:24:38+00:00,7107810000000.0,#3407,India,India,India,Uttarakhand,"Mukhani, Haldwani","Magic, upi",8149440000000.0,Chandni Pippal Patti Earrings & Tika,"category_earring tikka, desc addition, eoss_02jun, EOSS_jan26",Default Title,24150.0,24150.0,24150.0,1,0.0,0.0,1.0,,24150.0,,1.0,1.0,0.0,1,,Returning,8545350000000.0,India,False,False
XYZ Luxury,2026-04-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-08 12:33:40+00:00,2026-04-08 12:33:40+00:00,2026-04-08 12:38:54+00:00,7108100000000.0,#3408,India,India,India,Haryana,Faridabad,"Magic, upi",8924020000000.0,Raunaq Antique Bangles,"3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",02-Apr,4418.4,4418.4,4418.4,1,0.0,0.0,1.0,,4418.4,1.0,,1.0,0.0,1,,First-time,9330640000000.0,India,False,False
XYZ Luxury,2026-04-08 00:00:00+00:00,INR,Draft Orders,2026-04-08 13:32:31+00:00,2026-04-08 13:32:31+00:00,2026-04-08 13:32:32+00:00,7108250000000.0,#3409,India,India,India,Haryana,Gurugram,,8916220000000.0,Abrar Jadau Kalgi,"Clearance Sale, eoss_02jun, EOSS_jan26",Default Title,21695.1,21695.1,21695.1,1,0.0,0.0,1.0,,21695.1,1.0,,1.0,0.0,1,,First-time,9330780000000.0,India,False,False
XYZ Luxury,2026-04-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-08 13:44:55+00:00,2026-04-08 13:44:55+00:00,2026-04-11 09:56:55+00:00,7108290000000.0,#3410,Canada,Rest of the World,Canada,Ontario,Brampton,"card, Magic",9111060000000.0,MOti Mahal Jhumki Earrings,"Bestseller_18sep, category_earring, EOSS_jan26",Default Title,15050.0,15050.0,15050.0,1,0.0,0.0,1.0,,15050.0,1.0,,1.0,0.0,1,,First-time,9330680000000.0,Canada,False,False
XYZ Luxury,2026-04-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-08 18:16:15+00:00,2026-04-08 18:16:15+00:00,2026-04-09 06:19:16+00:00,7109010000000.0,#3411,India,India,India,West Bengal,HOWRAH,"card, Magic",9219630000000.0,Gul Ring,EOSS_jan26,Default Title,4561.27,4561.27,5382.3,1,0.0,0.0,1.0,,4561.27,1.0,,1.0,0.0,1,,First-time,9331610000000.0,India,False,False
XYZ Luxury,2026-04-09 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-09 03:59:08+00:00,2026-04-09 03:59:08+00:00,2026-04-12 03:35:58+00:00,7110060000000.0,#3412,Canada,Rest of the World,Canada,Alberta,Calgary,"card, Magic",8916270000000.0,Taaj Payal Pair,"Bestseller_18sep, category_payal, eoss_02jun, EOSS_jan26, hp_rts09may",Default Title,8412.6,8412.6,8412.6,1,0.0,0.0,1.0,,8412.6,1.0,,1.0,0.0,1,,First-time,9332720000000.0,Canada,False,False
XYZ Luxury,2026-04-09 00:00:00+00:00,INR,Draft Orders,2026-04-09 05:21:43+00:00,2026-04-09 05:21:43+00:00,2026-04-12 03:35:51+00:00,7110270000000.0,#3413,United States,USA,United States,Pennsylvania,Easton,,8924000000000.0,Veer Pippal Patti Kalgi,"eoss_02jun, EOSS_jan26",Default Title,15750.0,15750.0,15750.0,1,0.0,0.0,1.0,,15750.0,1.0,,1.0,0.0,1,,First-time,9329600000000.0,United States,False,False
XYZ Luxury,2026-04-09 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-09 07:23:51+00:00,2026-04-09 07:23:51+00:00,2026-04-09 07:24:07+00:00,7110630000000.0,#3414,India,India,India,Maharashtra,Mumbai,"Magic, upi",8252950000000.0,Virsa Hair Clips Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may, occasion",Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,,1.0,1.0,0.0,1,,Returning,8737510000000.0,India,False,False
XYZ Luxury,2026-04-09 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-09 09:21:10+00:00,2026-04-09 09:21:10+00:00,2026-04-12 03:35:39+00:00,7110740000000.0,#3415,United Kingdom,Rest of the World,United Kingdom,England,Halesowen,"Magic, wallet",9494210000000.0,Jannat Shell Pearl Chooda,category_chooda,02-Apr,13650.0,13650.0,13650.0,1,0.0,0.0,1.0,,13650.0,,1.0,1.0,0.0,1,,Returning,9327860000000.0,United Kingdom,False,False
XYZ Luxury,2026-04-09 00:00:00+00:00,INR,Draft Orders,2026-04-09 14:42:36+00:00,2026-04-09 14:42:38+00:00,2026-04-09 14:42:39+00:00,7111550000000.0,#3416,India,India,India,Telangana,Hyderabad,,,,,,4152.54,4152.54,4900.0,1,0.0,0.0,1.0,,4152.54,1.0,,1.0,0.0,2,android-app://com.google.android.gm/,First-time,9334360000000.0,India,True,False
XYZ Luxury,2026-04-09 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-09 16:06:41+00:00,2026-04-09 16:06:41+00:00,2026-04-10 07:33:57+00:00,7111900000000.0,#3417,India,India,India,Punjab,Patiala,"Magic, upi",9224350000000.0,Naseeb Openable Bangles Pair,"category_bangles, Clearance Sale, EOSS_jan26",02-Apr,8156.78,8156.78,9625.0,1,0.0,0.0,1.0,,8156.78,,1.0,1.0,0.0,1,,Returning,8820190000000.0,India,False,False
XYZ Luxury,2026-04-10 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-10 01:48:45+00:00,2026-04-10 01:48:45+00:00,2026-04-10 10:26:07+00:00,7114460000000.0,#3418,India,India,India,Haryana,Faridabad,"card, Magic",9478420000000.0,Reet Jadau Ruby Set,"category_choker, category_necklace",Default Title,15050.0,15050.0,15050.0,1,0.0,0.0,1.0,,15050.0,1.0,,1.0,0.0,1,,First-time,9337250000000.0,India,False,False
XYZ Luxury,2026-04-10 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-10 02:22:22+00:00,2026-04-10 02:22:22+00:00,2026-04-10 02:22:40+00:00,7114640000000.0,#3419,Canada,Rest of the World,Canada,British Columbia,Surrey,"card, Magic",9463350000000.0,ghungroo studs,category_earring,Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,1.0,,1.0,0.0,1,,First-time,9324160000000.0,Canada,False,False
XYZ Luxury,2026-04-10 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-10 17:40:57+00:00,2026-04-10 17:40:57+00:00,2026-04-11 05:24:05+00:00,7117570000000.0,#3420,India,India,India,Uttarakhand,Dehradun,"Magic, upi",9419470000000.0,Garima Openable Bangles Pair,"16ak, category_bangles, sale-28",02-Jun,10150.0,10150.0,10150.0,1,0.0,0.0,1.0,,10150.0,,1.0,1.0,0.0,1,,Returning,8944560000000.0,India,False,False
XYZ Luxury,2026-04-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-10 19:50:09+00:00,2026-04-10 19:50:09+00:00,2026-04-14 21:40:32+00:00,7118170000000.0,#3421,United States,USA,United States,California,Auburn,"card, Magic",9475740000000.0,Rabiah Mint Choker Set,"18-02, category_choker, category_necklace, sale-28",Default Title,19250.0,19250.0,19250.0,1,0.0,0.0,1.0,,19250.0,1.0,,1.0,0.0,1,,First-time,9340230000000.0,United States,False,False
XYZ Luxury,2026-04-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-10 23:13:27+00:00,2026-04-10 23:13:27+00:00,2026-04-14 21:40:35+00:00,7119010000000.0,#3422,United States,USA,United States,California,Newhall,"card, Magic",9563350000000.0,Pink Shell Pearl Chooda,,02-Jun,7700.0,7700.0,7700.0,1,0.0,0.0,1.0,,7700.0,1.0,,1.0,0.0,1,,First-time,9305990000000.0,United States,False,False
XYZ Luxury,2026-04-11 00:00:00+00:00,INR,Draft Orders,2026-04-11 04:05:47+00:00,2026-04-11 04:05:47+00:00,2026-04-11 06:39:07+00:00,7120160000000.0,#3423,United States,USA,United States,Virginia,Manassas,,,,,,31500.0,31500.0,31500.0,1,0.0,0.0,2.0,,31500.0,,1.0,2.0,0.0,2,,Returning,9295000000000.0,United States,True,False
XYZ Luxury,2026-04-11 00:00:00+00:00,INR,Draft Orders,2026-04-11 07:49:54+00:00,2026-04-11 07:49:54+00:00,2026-04-11 07:51:04+00:00,7121050000000.0,#3424,India,India,India,Punjab,Amritsar,,9219580000000.0,Faridkot Earrings,"category_earring, EOSS_jan26",Default Title,9461.86,9461.86,11165.0,1,0.0,0.0,1.0,,9461.86,1.0,,1.0,0.0,1,,First-time,9342010000000.0,India,False,False
XYZ Luxury,2026-04-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-11 10:06:52+00:00,2026-04-11 10:06:52+00:00,2026-04-14 21:37:31+00:00,7121610000000.0,#3425,Netherlands,Rest of the World,Netherlands,South Holland,Barendrecht,"Magic, wallet",8592080000000.0,Chand Hair Clips Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26, occasion",Default Title,7000.0,7000.0,7000.0,1,0.0,0.0,1.0,,7000.0,1.0,,1.0,0.0,1,,First-time,9342350000000.0,Netherlands,False,False
XYZ Luxury,2026-04-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-11 12:27:52+00:00,2026-04-11 12:27:52+00:00,2026-04-13 07:10:53+00:00,7122220000000.0,#3426,India,India,India,Rajasthan,Bhilwara,"Magic, upi",9111060000000.0,Reshma Studs,"category_earring, EOSS_jan26",Default Title,6930.0,6930.0,6930.0,1,0.0,0.0,1.0,,6930.0,1.0,,1.0,0.0,1,,First-time,9342730000000.0,India,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-11 18:42:02+00:00,2026-04-11 18:42:02+00:00,2026-04-13 07:44:40+00:00,7124140000000.0,#3427,India,India,India,Maharashtra,MUMBAI,"Magic, upi",9008490000000.0,Kinza Pearl Set,"3july-backup-dis, Bestseller_18sep, category_choker, category_necklace, eoss_02jun, EOSS_jan26",Default Title,13650.0,13650.0,13650.0,1,0.0,0.0,1.0,,13650.0,1.0,,1.0,0.0,1,,First-time,9343780000000.0,India,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-11 18:59:59+00:00,2026-04-11 18:59:59+00:00,2026-04-11 19:00:15+00:00,7124230000000.0,#3428,India,India,India,Haryana,Hisar,"card, Magic",9111060000000.0,Neha Choker Set,"category_choker, Clearance Sale, EOSS_jan26",Default Title,19250.0,19250.0,19250.0,1,0.0,0.0,1.0,,19250.0,1.0,,1.0,0.0,1,,First-time,9344120000000.0,India,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-11 23:19:34+00:00,2026-04-11 23:19:34+00:00,2026-04-15 15:52:06+00:00,7125390000000.0,#3429,United States,USA,United States,Washington,Yakima,"Magic, wallet",9428130000000.0,Sargam tikka,category_tikka,Default Title,7000.0,7000.0,7000.0,1,0.0,0.0,1.0,,7000.0,1.0,,1.0,0.0,1,,First-time,9345000000000.0,United States,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-12 04:38:08+00:00,2026-04-12 04:38:08+00:00,2026-04-13 08:06:38+00:00,7126760000000.0,#3430,India,India,India,Karnataka,BENGALURU,"Magic, upi",9472670000000.0,Pakiza Hair Clips Pair,category_hair clips,Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,1.0,,1.0,0.0,1,,First-time,9345870000000.0,India,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-12 15:50:08+00:00,2026-04-12 15:50:08+00:00,2026-04-15 15:49:04+00:00,7129680000000.0,#3431,United States,USA,United States,Maryland,Ellicott City,,8745340000000.0,Sutlej Hair Pins Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26",Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,1.0,,1.0,0.0,1,,First-time,9343250000000.0,United States,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-12 16:13:24+00:00,2026-04-12 16:13:24+00:00,2026-04-14 07:45:07+00:00,7129800000000.0,#3432,India,India,India,Chandigarh,Chandigarh,"card, Magic",8652470000000.0,Morni Hair Clips Pair,"desc addition, eoss_02jun, EOSS_jan26, occasion",Default Title,6650.0,6650.0,6650.0,1,0.0,0.0,1.0,,6650.0,1.0,,1.0,0.0,1,,First-time,9347970000000.0,India,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-12 17:35:59+00:00,2026-04-12 17:35:59+00:00,2026-04-15 19:50:12+00:00,7130210000000.0,#3433,United States,USA,United States,Oregon,Beaverton,"card, Magic",9478430000000.0,Ahlam Choker Set,category_choker,Default Title,13650.0,13650.0,13650.0,1,0.0,0.0,1.0,,13650.0,,1.0,1.0,0.0,1,,Returning,8367850000000.0,United States,False,False
XYZ Luxury,2026-04-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-12 18:24:54+00:00,2026-04-12 18:24:54+00:00,2026-04-15 10:23:48+00:00,7130450000000.0,#3434,India,India,India,Punjab,Mohali,"card, Magic",9419420000000.0,Dholki Openable Bangles Pair,"16ak, category_bangles, sale-28",,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,1.0,,1.0,0.0,1,,First-time,9348240000000.0,India,False,False
XYZ Luxury,2026-04-13 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-13 02:19:11+00:00,2026-04-13 02:19:11+00:00,2026-04-13 06:56:21+00:00,7131730000000.0,#3435,India,India,India,Telangana,Hyderabad,"Magic, upi",9224500000000.0,Ghungroo Bangles Pair,"category_bangles, Clearance Sale, EOSS_jan26, sale-28",,3262.71,3262.71,3850.0,1,0.0,0.0,1.0,,3262.71,,1.0,1.0,0.0,1,,Returning,8475720000000.0,India,False,False
XYZ Luxury,2026-04-13 00:00:00+00:00,INR,Draft Orders,2026-04-13 07:05:25+00:00,2026-04-13 07:05:26+00:00,2026-04-13 07:08:36+00:00,7132070000000.0,#3436,United States,USA,United States,New York,Vestal,,8741270000000.0,Chand Necklace Set & Tikka,"category_necklace, desc addition, eoss_02jun, EOSS_jan26",Default Title,45150.0,45150.0,45150.0,1,0.0,0.0,1.0,,45150.0,1.0,,1.0,0.0,1,,First-time,9349820000000.0,United States,False,False
XYZ Luxury,2026-04-13 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-13 07:07:57+00:00,2026-04-13 07:07:57+00:00,2026-04-13 07:08:15+00:00,7132080000000.0,#3437,India,India,India,Maharashtra,Mumbai,"Magic, upi",8916250000000.0,Baasir Navratan Kalgi,"eoss_02jun, EOSS_jan26",Default Title,17150.0,17150.0,17150.0,1,0.0,0.0,1.0,,17150.0,,1.0,1.0,0.0,1,,Returning,8809870000000.0,India,False,False
XYZ Luxury,2026-04-13 00:00:00+00:00,INR,Draft Orders,2026-04-13 10:53:27+00:00,2026-04-13 10:53:27+00:00,2026-04-13 11:47:16+00:00,7132270000000.0,#3438,India,India,India,Maharashtra,Mumbai,,8955980000000.0,Simran Necklace Earrings & Tikka,"Bestseller_18sep, category_choker, category_necklace, eoss_02jun, EOSS_jan26, hp_rts09may",Default Title,33250.0,33250.0,33250.0,1,0.0,0.0,1.0,,33250.0,1.0,,1.0,0.0,1,,First-time,9350120000000.0,India,False,False
XYZ Luxury,2026-04-13 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-13 13:59:12+00:00,2026-04-13 13:59:12+00:00,2026-04-14 06:23:56+00:00,7132580000000.0,#3439,India,India,India,Maharashtra,Mumbai,"card, Magic",8916270000000.0,Taaj Payal Pair,"Bestseller_18sep, category_payal, eoss_02jun, EOSS_jan26, hp_rts09may",Default Title,8412.6,8412.6,8412.6,1,0.0,0.0,1.0,,8412.6,1.0,,1.0,0.0,1,,First-time,9350470000000.0,India,False,False
XYZ Luxury,2026-04-13 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-04-13 17:18:53+00:00,2026-04-13 17:18:53+00:00,2026-04-15 13:15:39+00:00,7132980000000.0,#3440,United States,USA,United States,California,Tracy,"Additional Notes, card, Magic",9008490000000.0,Kinza Pearl Set,"3july-backup-dis, Bestseller_18sep, category_choker, category_necklace, eoss_02jun, EOSS_jan26",Default Title,13650.0,13650.0,13650.0,1,0.0,0.0,1.0,,13650.0,1.0,,1.0,0.0,1,,First-time,9350940000000.0,India,False,False
